date,price,target_date,actual_future_price,p10,p50,p90
2026-03-13,950.0,,920.0,730.0442191451825,951.5743480292183,1098.2774208614967
2026-03-14,940.0,,900.0,724.1793762637019,960.556617533134,1085.6267857897913
2026-03-17,900.0,,924.9999999999999,699.5706679871788,922.0755575147198,1026.841500528984
2026-03-18,900.0,,1000.0,701.2193534614844,919.8205081339282,1029.0997533537336
2026-03-19,900.0,,910.0,692.5023462369273,885.522106722769,1029.146621093076
2026-03-20,890.0,,950.0,681.3820737190265,866.3906099263953,996.578773538429
2026-03-23,900.0,,850.0,696.3701183986869,915.2024558258341,1029.8558905636114
2026-03-24,920.0,,800.0,717.8171485390118,881.4860706355064,1033.9461965475514
2026-03-25,900.0,,800.0,704.0761792873235,874.921547928508,1014.219698628107
2026-04-02,925.0,,810.0,735.9471929835003,964.6335057169404,1093.0800143555027
2026-04-03,1000.0,,775.0,797.9286136303258,1041.112618849666,1191.1781837991255
2026-04-04,910.0,,750.0,672.7356142276318,947.5558436137244,1108.3709219205157
2026-04-06,950.0,,800.0,753.352020897155,998.0441789589717,1107.1163452010487
2026-04-07,850.0,,651.0,633.7706255050709,867.3388378399061,990.5720436445146
2026-04-08,800.0,,650.0,639.6842700270564,827.3856890580811,912.5357805247272
2026-04-09,800.0,,1000.0,675.4105210216696,825.2543600922248,951.8170743012042
2026-04-10,810.0,,1051.0,687.8939479699585,834.719086376554,971.6520340934613
2026-04-11,775.0,,1000.0,660.7870365448852,799.4146647239817,915.5022906789953
2026-04-13,750.0,,1051.0,630.6790453582865,781.6714458474426,870.3672762758836
2026-04-14,800.0,,1025.0,680.6981086212795,832.0670853904068,917.108334985246
2026-04-15,651.0,,1000.0,510.3018326886657,663.2221068085362,747.0895341373305
2026-04-16,650.0,,1100.0,564.6802419338662,689.2825828685783,749.4696596522592
2026-04-17,1000.0,,1100.0,841.1893758027289,1035.0747591014206,1173.7924641784048
2026-04-20,1051.0,,1051.0,892.7870990474718,1060.030462779317,1236.919161935573
2026-04-21,1000.0,,1100.0,875.8757575120658,1035.5114723455279,1151.928028473123
2026-04-22,1051.0,,1180.0,908.3114731716628,1088.9242227205984,1229.36535158476
2026-04-23,1025.0,,1130.0,882.450658431357,1075.174228452552,1278.2918351822914
